State,APMC,Commodity,Min Price,Modal Price,Max Price,Commodity Arrivals,Commodity Traded,Unit,Date
MAHARASHTRA,CHANDUR BAZAR,WHEAT,"2,340","2,410","2,450",0,63,Qui,23-09-2024
PUNJAB,RAJPURA,PADDY-BASMATI1121,"2,600","2,600","2,800",41,63,Qui,23-09-2024
RAJASTHAN,BARODAMEV,WHEAT,"2,695","2,707","2,707",78,63,Qui,23-09-2024
TAMIL NADU,KONGANAPURAM,COPRA,"9,097","12,596","12,596",64,63,Qui,23-09-2024
HARYANA,ELLANABAD,BOTTLE GOURD,400,500,"4,000",29,62,Qui,23-09-2024
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KHURAI,PEAS GREEN,"3,576","3,576","3,576",70,62,Qui,23-09-2024
ODISHA,JALESWAR,POINTED GOURD (PARWAL),"3,500","3,500","3,500",62,62,Qui,23-09-2024
RAJASTHAN,KEKRI,WHEAT,"2,526","2,526","2,641",62,62,Qui,23-09-2024
TAMIL NADU,MECHERI,COTTON,"1,800","1,800","8,309",37,62,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,CAULIFLOWER,"3,510","3,550","3,560",62,62,Qui,23-09-2024
HARYANA,ADAMPUR,MUSTARD,"5,901","5,932","6,483",9,61,Qui,23-09-2024
HARYANA,GOHANA,CABBAGE,700,700,"2,500",27,61,Qui,23-09-2024
MADHYA PRADESH,GOTEGAON,WHEAT,"2,601","2,630","2,650",61,61,Qui,23-09-2024
MADHYA PRADESH,JAORA,SOYABEANS,"4,395","4,395","4,640",80,61,Qui,23-09-2024
ODISHA,PATNAGARH,BRINJAL,"1,800","1,800","1,800",61,61,Qui,23-09-2024
RAJASTHAN,PALSANA,BAJRA,"2,200","2,200","2,250",61,61,Qui,23-09-2024
UTTAR PRADESH,RAMPUR,POTATO,"1,590","1,650","2,150",61,61,Qui,23-09-2024
CHHATTISGARH,KAWARADHA,CHANA (BENGAL GRAM),"6,701","7,300","7,335",61,60,Qui,23-09-2024
CHHATTISGARH,MUNGELI,WHEAT,"1,700","2,410","2,620",75,60,Qui,23-09-2024
HARYANA,FARIDABAD,CAULIFLOWER,"3,500","4,000","4,000",33,60,Qui,23-09-2024
HARYANA,RAIPUR RANI APMC,GREEN CHILLI,20,25,25,60,60,Kg,23-09-2024
HARYANA,ROHTAK,TOMATO,"1,000","2,500","3,000",42,60,Qui,23-09-2024
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KOLARAS,WHEAT,"2,545","2,545","2,695",27,60,Qui,23-09-2024
ODISHA,JALESWAR,BITTER GOURD,"5,500","5,500","5,500",60,60,Qui,23-09-2024
ODISHA,JALESWAR,CUCUMBER,"3,500","3,500","3,500",60,60,Qui,23-09-2024
ODISHA,JALESWAR,LADY FINGER,"2,500","2,500","2,500",60,60,Qui,23-09-2024
ODISHA,RAYAGADA,TOMATO,"4,000","4,000","4,000",60,60,Qui,23-09-2024
RAJASTHAN,LOONKARANSAR,MUSTARD,"5,900","6,301","6,301",60,60,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,TOMATO,"4,300","4,300","4,300",60,60,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,SWEET LEMON (MOSAMBI),"3,200","3,200","3,200",60,60,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,PEAR,"2,000","2,000","2,000",0,60,Qui,23-09-2024
TAMIL NADU,AVALURPET,GROUNDNUT KERNEL_80 KG(TN),"7,127","9,524","9,937",59,60,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,SWEET LEMON (MOSAMBI),"2,710","2,710","2,730",60,60,Qui,23-09-2024
MAHARASHTRA,JALGAON,URAD (BLACK GRAM),"6,600","6,800","6,875",58,59,Qui,23-09-2024
RAJASTHAN,SIKAR,RADDISH,"1,200","1,400","2,000",12,59,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,PUMPKIN,"1,700","1,700","1,700",59,59,Qui,23-09-2024
TAMIL NADU,ODDANCHATRAM,GROUND NUT,"7,500","7,500","7,500",59,59,Qui,23-09-2024
UTTAR PRADESH,KHALILABAD,PUMPKIN,"1,200","1,200","1,200",59,59,Qui,23-09-2024
HARYANA,ROHTAK,PUMPKIN,500,800,800,19,58,Qui,23-09-2024
MADHYA PRADESH,CHAURAI,WHEAT,"2,694","2,694","2,710",83,58,Qui,23-09-2024
ODISHA,ATHMALLIK,PUMPKIN,"1,100","1,150","1,150",58,58,Qui,23-09-2024
ODISHA,BETNOTI,PAPAYA,"1,600","1,700","1,700",58,58,Qui,23-09-2024
ODISHA,JALESWAR,PAPAYA,"1,400","1,400","1,400",58,58,Qui,23-09-2024
ODISHA,TIKABALI,CABBAGE,"2,150","2,250","2,250",59,58,Qui,23-09-2024
RAJASTHAN,DEOLI,URAD (BLACK GRAM),"4,625","5,501","7,701",58,58,Qui,23-09-2024
RAJASTHAN,GOLUWALA,GUAR SEEDS,"4,801","5,171","5,271",58,58,Qui,23-09-2024
RAJASTHAN,KAPASAN,WHEAT,"2,360","2,580","2,710",58,58,Qui,23-09-2024
ODISHA,PARALAKHEMUNDI,RIDGE GOURD (TURAI),"2,000","2,000","2,000",57,57,Qui,23-09-2024
RAJASTHAN,SIKAR,CAULIFLOWER,"3,200","4,000","4,600",16,57,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,LADY FINGER,"1,610","1,670","1,670",57,57,Qui,23-09-2024
HARYANA,KALANWALI,GUAR SEEDS,"4,425","5,075","5,075",167,56,Qui,23-09-2024
HARYANA,PALWAL,APPLE,"2,500","2,500","2,500",56,56,Qui,23-09-2024
ODISHA,BALUGAON,TOMATO,"3,300","3,400","3,400",56,56,Qui,23-09-2024
RAJASTHAN,NIMBAHERA,MAIZE,"1,751","1,880","2,481",158,56,Qui,23-09-2024
TAMIL NADU,KILPENNATHUR,GROUNDNUT KERNEL_80 KG(TN),"7,889","8,337","9,614",75,56,Qui,23-09-2024
UTTAR PRADESH,NOIDA APMC,CUCUMBER,"2,340","2,340","4,210",56,56,Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-5 A/C,"9,000","10,800","10,800",11,55,Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-273 A/C,"13,200","13,200","13,500",48,55,Qui,23-09-2024
HARYANA,FARIDABAD,BOTTLE GOURD,"2,500","2,500","2,500",6,55,Qui,23-09-2024
HARYANA,GOHANA,BANANA,"2,000","2,200","3,000",44,55,Qui,23-09-2024
HIMACHAL PRADESH,UNA,APPLE-RED ROYAL MEDIUM,"6,000","6,000","8,000",55,55,Qui,23-09-2024
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-UDAIPURA,CHANA (BENGAL GRAM),"7,195","7,195","7,245",55,55,Qui,23-09-2024
ODISHA,RAYAGADA,GREEN CHILLI,"6,000","6,000","6,000",55,55,Qui,23-09-2024
RAJASTHAN,CHOMEHLA,WHEAT,"2,690","2,690","2,790",55,55,Qui,23-09-2024
RAJASTHAN,GAJSINGHPUR,GUAR SEEDS,"4,801","4,900","5,060",15,55,Qui,23-09-2024
RAJASTHAN,PILIBANGA,MOONG WHOLE (GREEN GRAM),"6,190","6,800","7,180",55,55,Qui,23-09-2024
UTTAR PRADESH,HATHRAS,BAJRA,"2,117","2,170","2,170",55,55,Qui,23-09-2024
UTTAR PRADESH,SHIKOHABAD,BAJRA,"2,335","2,335","2,350",55,55,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,GREEN CHILLI,"1,410","1,420","1,422",55,55,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,BRINJAL,"1,150","1,150","1,170",55,55,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,CUCUMBER,540,570,570,55,55,Qui,23-09-2024
CHHATTISGARH,BHATAPARA,WHEAT,"2,305","2,461","2,520",99,54,Qui,23-09-2024
HARYANA,MEHAM APMC,COTTON,"6,353","6,353","6,353",50,54,Qui,23-09-2024
CHHATTISGARH,JASHPUR,PADDY,"2,200","2,200","2,200",53,53,Qui,23-09-2024
ODISHA,BETNOTI,TOMATO,"2,500","2,500","2,500",53,53,Qui,23-09-2024
ODISHA,JALESWAR,BEETROOT,"3,500","3,500","3,500",53,53,Qui,23-09-2024
RAJASTHAN,BHINMAL,GREEN CHILLI,"1,400","1,500","1,600",53,53,Qui,23-09-2024
RAJASTHAN,DOONI,WHEAT,"2,500","2,587","2,600",53,53,Qui,23-09-2024
RAJASTHAN,JAITSAR,WHEAT,"2,450","2,612","2,612",53,53,Qui,23-09-2024
RAJASTHAN,MANDAWARI,BAJRA,"2,189","2,248","2,263",345,53,Qui,23-09-2024
RAJASTHAN,NIMBAHERA,GROUND NUT,"4,651","5,103","5,103",138,53,Qui,23-09-2024
RAJASTHAN,RAMGANJ MANDI,CHANA (BENGAL GRAM),"5,966","7,050","7,050",53,53,Qui,23-09-2024
UTTAR PRADESH,MAHOBA,SESAME SEED,"10,900","11,000","11,000",53,53,Qui,23-09-2024
HARYANA,GOHANA,ONION,"4,000","4,500","4,500",61,52,Qui,23-09-2024
HARYANA,HANSI,ONION,"4,000","4,000","4,000",3,52,Qui,23-09-2024
HARYANA,ROHTAK,CUCUMBER,500,"1,200","2,000",25,52,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,RIDGE GOURD (TURAI),"3,500","3,500","3,524",39,52,Qui,23-09-2024
RAJASTHAN,BARMER,GUAR SEEDS,"5,330","5,330","5,450",52,52,Qui,23-09-2024
RAJASTHAN,CHAKSU,MUSTARD,"6,051","6,817","6,960",435,52,Qui,23-09-2024
RAJASTHAN,DEOLI,MUSTARD,"5,757","6,164","6,488",81,52,Qui,23-09-2024
RAJASTHAN,KHAJUWALA,MOONG WHOLE (GREEN GRAM),"7,351","7,351","7,451",52,52,Qui,23-09-2024
TELANGANA,WARANGAL,TURMERIC FINGER,"8,666","12,789","13,130",50,52,Qui,23-09-2024
HARYANA,ELLANABAD,AMERICAN-COTTON,"7,525","7,550","7,550",182,51,Qui,23-09-2024
RAJASTHAN,ATRU,URAD (BLACK GRAM),"6,100","7,300","7,300",212,51,Qui,23-09-2024
RAJASTHAN,RAWATSAR,GROUND NUT,"4,700","5,150","5,150",43,51,Qui,23-09-2024
HARYANA,BARWALA HISAR,BAJRA,"2,275","2,405","2,405",70,50,Qui,23-09-2024
HARYANA,HANSI,LADY FINGER,"1,000","1,500","2,000",29,50,Qui,23-09-2024
HARYANA,RAIPUR RANI APMC,LADY FINGER,18,24,24,50,50,Kg,23-09-2024
HARYANA,ROHTAK,LADY FINGER,800,"1,000","2,200",24,50,Qui,23-09-2024
ODISHA,BONAI,TOMATO,"2,600","2,600","2,600",50,50,Qui,23-09-2024
ODISHA,GUNUPUR,TAMARIND,"2,500","2,500","2,500",50,50,Qui,23-09-2024
ODISHA,JALESWAR,IVY GOURD (KUNDRU),"2,200","2,200","2,200",50,50,Qui,23-09-2024
ODISHA,RAYAGADA,CABBAGE,"2,000","2,000","2,000",50,50,Qui,23-09-2024
RAJASTHAN,BARMER,BOTTLE GOURD,"1,515","2,025","2,025",50,50,Qui,23-09-2024
RAJASTHAN,BARMER,TOMATO,"3,025","3,025","3,025",50,50,Qui,23-09-2024
RAJASTHAN,HINDOUN,WHEAT,"2,560","2,560","2,570",50,50,Qui,23-09-2024
RAJASTHAN,KOTA,LINSEED,"5,265","5,265","5,265",1,50,Qui,23-09-2024
RAJASTHAN,RANI,MUSTARD,"5,500","5,500","5,500",50,50,Qui,23-09-2024
TAMIL NADU,THIYAGADURGAM,PADDY(75 KG),"1,943","2,080","2,240",53,50,Qui,23-09-2024
TAMIL NADU,UDUMALPET,BAJRA,"2,300","2,300","2,300",50,50,Qui,23-09-2024
UTTAR PRADESH,ETAWAH,POTATO,"1,600","1,600","1,600",50,50,Qui,23-09-2024
UTTAR PRADESH,GOLAGOKARNATH,POTATO,"1,500","1,500","1,500",50,50,Qui,23-09-2024
UTTAR PRADESH,LALITPUR,MASOOR,"5,800","5,800","5,900",50,50,Qui,23-09-2024
UTTAR PRADESH,NAUTANWA APMC,BANANA,915,915,915,50,50,Qui,23-09-2024
UTTARAKHAND,LAKSAR,WHEAT,"2,305","2,310","2,310",50,50,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,TOMATO,"1,600","1,600","2,000",50,50,Qui,23-09-2024
HARYANA,HISAR APMC,POTATO,"1,400","1,400","1,600",210,49,Qui,23-09-2024
RAJASTHAN,BHADRA,GUAR SEEDS,"5,160","5,220","5,220",49,49,Qui,23-09-2024
TAMIL NADU,PALACODE,TOMATO,"2,200","2,200","2,200",49,49,Qui,23-09-2024
UTTAR PRADESH,PRAYAGRAJ,GREEN CHILLI,"1,660","1,678","1,680",49,49,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,PAPAYA,"1,520","1,550","1,550",49,49,Qui,23-09-2024
UTTARAKHAND,KASHIPUR,POTATO,"1,400","1,400","1,400",49,49,Qui,23-09-2024
GUJARAT,KHAMBHAT,BAJRA,"2,370","2,405","2,450",48,48,Qui,23-09-2024
HARYANA,DABWALI,APPLE,"2,300","7,464","7,464",48,48,Qui,23-09-2024
ODISHA,PARALAKHEMUNDI,RAW BANANA,"2,000","2,000","2,000",48,48,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,POMEGRANATE,"12,000","12,000","12,000",48,48,Qui,23-09-2024
TAMIL NADU,VIRUDHACHALAM,GINGELLY_80 KG(TN),752,"13,887","14,774",58,48,Qui,23-09-2024
TELANGANA,KESAMUDRAM,GREEN GRAM,"2,281","3,309","7,591",73,48,Qui,23-09-2024
UTTAR PRADESH,NOIDA APMC,BITTER GOURD,"2,450","2,460","2,500",48,48,Qui,23-09-2024
UTTAR PRADESH,SAHARANPUR,BRINJAL,900,950,"1,100",48,48,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,CORIANDER LEAVES,"4,000","4,238","4,238",27,47,Qui,23-09-2024
RAJASTHAN,BARMER,BEANS -CLUSTER,"3,530","3,530","4,025",47,47,Qui,23-09-2024
RAJASTHAN,BARMER,LADY FINGER,"1,525","1,525","1,720",47,47,Qui,23-09-2024
RAJASTHAN,SIKAR,SWEET CORN,"1,400","1,600","1,600",12,47,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,BOTTLE GOURD,"1,100","1,100","1,100",47,47,Qui,23-09-2024
TELANGANA,BHAINSA,MAIZE,"1,409","1,409","2,336",47,47,Qui,23-09-2024
GUJARAT,SANAND,WHEAT,"2,045","2,775","2,835",46,46,Qui,23-09-2024
ODISHA,BETNOTI,RAW BANANA,"2,800","2,800","2,800",46,46,Qui,23-09-2024
ODISHA,RAIRANGPUR,PUMPKIN,800,800,800,46,46,Qui,23-09-2024
ODISHA,TIKABALI,CAULIFLOWER,"2,700","2,800","2,800",46,46,Qui,23-09-2024
RAJASTHAN,PRATAPGARH RJ,LINSEED,"5,100","5,100","5,914",46,46,Qui,23-09-2024
TAMIL NADU,NAMAGIRIPETTAI,GROUND NUT,"4,900","5,900","5,900",47,46,Qui,23-09-2024
ANDHRA PRADESH,KURNOOL,MAIZE,"2,251","2,251","2,251",35,45,Qui,23-09-2024
GUJARAT,DHARI,COTTON-LOOSE,"5,525","6,925","7,525",45,45,Qui,23-09-2024
HARYANA,KHARKHODA,POTATO,"1,500","1,800","2,200",41,45,Qui,23-09-2024
MADHYA PRADESH,TIMARNI,SOYA-YELLOW,"4,499","4,499","4,519",50,45,Qui,23-09-2024
MAHARASHTRA,BEED,BAJRA,"2,420","2,620","2,655",74,45,Qui,23-09-2024
ODISHA,BETNOTI,BRINJAL,"2,600","2,600","2,600",45,45,Qui,23-09-2024
ODISHA,BOUDH,PUMPKIN,"1,500","1,500","1,500",45,45,Qui,23-09-2024
ODISHA,BOUDH,BRINJAL,"3,000","3,000","3,000",45,45,Qui,23-09-2024
ODISHA,GUNUPUR,CUCUMBER,"3,500","3,500","3,500",45,45,Qui,23-09-2024
ODISHA,GUNUPUR,SWEET CORN,"3,500","3,500","3,500",45,45,Qui,23-09-2024
ODISHA,GUNUPUR,BANANA,"4,500","4,500","4,500",45,45,Qui,23-09-2024
ODISHA,GUNUPUR,GARLIC,"9,000","9,000","9,000",45,45,Qui,23-09-2024
ODISHA,HINJILICUT,BRINJAL,"2,600","2,700","2,700",45,45,Qui,23-09-2024
ODISHA,HINJILICUT,COLOCASIA VEGETABLE,"2,500","2,600","2,600",45,45,Qui,23-09-2024
ODISHA,JALESWAR,TOMATO,"5,200","5,200","5,200",45,45,Qui,23-09-2024
ODISHA,RAYAGADA,BRINJAL,"2,000","2,000","2,000",45,45,Qui,23-09-2024
RAJASTHAN,BANDIKUI,MUSTARD,"6,426","6,490","6,490",101,45,Qui,23-09-2024
RAJASTHAN,BHINMAL,BHINDI (LADIES FINGER),"2,100","2,500","2,500",45,45,Qui,23-09-2024
RAJASTHAN,KOTA,MAIZE,"2,555","2,555","2,555",85,45,Qui,23-09-2024
UTTAR PRADESH,BARABANKI,PUMPKIN,"1,425","1,435","1,440",45,45,Qui,23-09-2024
UTTAR PRADESH,FIROZABAD APMC,WHEAT,"2,635","2,650","2,650",45,45,Qui,23-09-2024
UTTAR PRADESH,LALITPUR,BARLEY (JAU),"2,000","2,050","2,050",45,45,Qui,23-09-2024
UTTAR PRADESH,MATHURA,BANANA,"2,000","2,000","2,000",45,45,Qui,23-09-2024
UTTAR PRADESH,NOIDA APMC,TOMATO,"3,350","4,000","4,000",45,45,Qui,23-09-2024
UTTAR PRADESH,SAHARANPUR,BITTER GOURD,"1,400","1,400","1,600",45,45,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,BOTTLE GOURD,"1,625","1,660","1,660",45,45,Qui,23-09-2024
HARYANA,NARWANA,SWEET LEMON (MOSAMBI),"3,000","4,000","4,000",0,44,Qui,23-09-2024
RAJASTHAN,DOONI,BAJRA,"2,188","2,200","2,200",44,44,Qui,23-09-2024
RAJASTHAN,GUDA GODJI,WHEAT,"2,350","2,350","2,550",44,44,Qui,23-09-2024
RAJASTHAN,MALPURA,CHANA (BENGAL GRAM),"7,400","7,400","7,400",44,44,Qui,23-09-2024
BIHAR,MUSALLAHPUR,ONION,"2,850","2,850","2,850",43,43,Qui,23-09-2024
ODISHA,GUNUPUR,FRENCH BEAN,"3,600","3,600","3,600",43,43,Qui,23-09-2024
ODISHA,GUNUPUR,BOTTLE GOURD,"4,000","4,000","4,000",43,43,Qui,23-09-2024
ODISHA,MUKHIGUDA,TOMATO,"3,500","3,500","3,500",43,43,Qui,23-09-2024
TAMIL NADU,VELLANKOIL,BANANA,"1,100","1,100","1,100",43,43,Qui,23-09-2024
UTTAR PRADESH,MORADABAD,GREEN CHILLI,"3,250","3,250","3,260",0,43,Qui,23-09-2024
GUJARAT,PADARA,TOMATO,"3,850","3,850","3,850",42,42,Qui,23-09-2024
HARYANA,SONEPAT,LADY FINGER,"2,000","2,000","2,600",42,42,Qui,23-09-2024
HARYANA,SONEPAT,BANANA,"3,000","3,000","3,200",42,42,Qui,23-09-2024
ODISHA,BETNOTI,BOTTLE GOURDE,"1,500","1,500","1,500",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,BEANS -CLUSTER,"3,600","3,600","3,600",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,ONION RED,"2,600","2,600","2,600",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,PUMPKIN,"2,500","2,500","2,500",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,POTATO SWEET,"3,200","3,200","3,200",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,MAIZE,"2,500","2,500","2,500",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,BITTER GOURD,"4,000","4,000","4,000",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,CARROT,"3,500","3,500","3,500",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,TOMATO,"4,500","4,500","4,500",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,BEETROOT,"4,000","4,000","4,000",42,42,Qui,23-09-2024
ODISHA,GUNUPUR,CABBAGE,"3,500","3,500","3,500",42,42,Qui,23-09-2024
ODISHA,SAKHIGOPAL,BANANA,"1,200","1,200","1,200",36,42,Qui,23-09-2024
RAJASTHAN,DAUSA,WHEAT,"2,411","2,411","2,511",42,42,Qui,23-09-2024
UTTAR PRADESH,AYODHYA,BRINJAL,"1,320","1,320","1,400",42,42,Qui,23-09-2024
HARYANA,NARWANA,BOTTLE GOURD,"1,000","1,000","1,000",16,41,Qui,23-09-2024
MADHYA PRADESH,HARDA,CHANA BENGAL GRAM-DOLLAR,"12,200","12,200","12,801",105,41,Qui,23-09-2024
MAHARASHTRA,KHAMGAON,MAIZE,"2,460","2,460","2,460",0,41,Qui,23-09-2024
ODISHA,GUNUPUR,DRUMSTICK,"3,600","3,600","3,600",41,41,Qui,23-09-2024
ODISHA,GUNUPUR,GREEN CHILLI,"4,000","4,000","4,000",41,41,Qui,23-09-2024
ODISHA,GUNUPUR,BRINJAL,"3,500","3,500","3,500",41,41,Qui,23-09-2024
ODISHA,GUNUPUR,LADY FINGER,"3,000","3,000","3,000",41,41,Qui,23-09-2024
ODISHA,GUNUPUR,POINTED GOURD (PARWAL),"3,600","3,600","3,600",41,41,Qui,23-09-2024
ODISHA,GUNUPUR,RIDGE GOURD (TURAI),"2,600","2,600","2,600",41,41,Qui,23-09-2024
RAJASTHAN,ATRU,WHEAT,"2,518","2,652","2,652",66,41,Qui,23-09-2024
RAJASTHAN,BHINMAL,BOTTLE GOURD,"1,000","1,200","1,400",41,41,Qui,23-09-2024
UTTARAKHAND,KASHIPUR,ONION,"2,000","2,000","2,000",41,41,Qui,23-09-2024
HARYANA,BARWALA HISAR,PADDY-BASMATI1509,"2,500","2,500","2,500",40,40,Qui,23-09-2024
HARYANA,ROHTAK,BRINJAL,500,"1,500","2,000",25,40,Qui,23-09-2024
HARYANA,SONEPAT,PADDY,"2,601","2,601","2,601",0,40,Qui,23-09-2024
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-UDAIPURA,PADDY,"3,140","3,140","3,140",40,40,Qui,23-09-2024
MAHARASHTRA,SINDI,WHEAT,"2,400","2,400","2,610",28,40,Qui,23-09-2024
ODISHA,BETNOTI,POINTED GOURD (PARWAL),"2,800","2,800","2,800",40,40,Qui,23-09-2024
ODISHA,BONAI,PUMPKIN,"1,100","1,100","1,100",40,40,Qui,23-09-2024
ODISHA,BOUDH,BANANA,"3,000","3,000","3,000",40,40,Qui,23-09-2024
ODISHA,BOUDH,BHINDI (LADIES FINGER),"4,000","4,000","4,000",40,40,Qui,23-09-2024
ODISHA,GUNUPUR,GINGER,"8,000","8,000","8,000",40,40,Qui,23-09-2024
ODISHA,GUNUPUR,CAULIFLOWER,"4,000","4,000","4,000",40,40,Qui,23-09-2024
ODISHA,JALESWAR,COLOCASIA VEGETABLE,"2,500","2,500","2,500",40,40,Qui,23-09-2024
ODISHA,JALESWAR,RAW BANANA,"4,000","4,000","4,000",40,40,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,SPINACH (PALAK),"1,500","2,428","3,809",30,40,Qui,23-09-2024
RAJASTHAN,KOTA,SESAME SEED,"10,850","10,850","10,850",0,40,Qui,23-09-2024
RAJASTHAN,NOKHA,GUAR SEEDS,"5,100","5,100","5,200",20,40,Qui,23-09-2024
RAJASTHAN,PILIBANGA,PADDY-GRADE A,"2,025","2,025","2,025",40,40,Qui,23-09-2024
RAJASTHAN,RATANGARH,LADY FINGER,"2,031","2,031","2,888",40,40,Qui,23-09-2024
TELANGANA,BHAINSA,SESAME SEED,"12,499","12,766","12,766",68,40,Qui,23-09-2024
UTTAR PRADESH,FIROZABAD APMC,GREEN CHILLI,"3,420","3,450","3,525",40,40,Qui,23-09-2024
UTTAR PRADESH,KOSIKALAN,POTATO,"2,000","2,000","2,000",40,40,Qui,23-09-2024
UTTAR PRADESH,MATHURA,BRINJAL,"2,000","2,000","2,000",40,40,Qui,23-09-2024
UTTAR PRADESH,MATHURA,LADY FINGER,"2,000","2,000","2,000",40,40,Qui,23-09-2024
UTTARAKHAND,HARIDWAR,RIDGE GOURD (TURAI),810,810,810,40,40,Qui,23-09-2024
UTTARAKHAND,VIKASNAGAR,ONION,"1,800","1,800","1,900",40,40,Qui,23-09-2024
HARYANA,GURGAON,POMEGRANATE,"9,655","9,655","9,655",0,39,Qui,23-09-2024
HARYANA,GURGAON,BOTTLE GOURD,"2,000","2,000","2,000",43,39,Qui,23-09-2024
HARYANA,GURGAON,CAPSICUM,"2,522","2,522","2,522",0,39,Qui,23-09-2024
HARYANA,HANSI,CAULIFLOWER,"2,000","4,000","4,000",23,39,Qui,23-09-2024
ODISHA,BETNOTI,RIDGE GOURD (TURAI),"2,400","2,400","2,400",39,39,Qui,23-09-2024
ODISHA,GUNUPUR,PEAS GREEN,"2,700","2,700","2,700",39,39,Qui,23-09-2024
ODISHA,KAMAKHYANAGAR,PAPAYA,"1,500","1,500","1,500",39,39,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,BITTER GOURD,"1,803","1,920","3,823",33,39,Qui,23-09-2024
RAJASTHAN,SRI MADHOPUR,TARAMIRA,"4,400","4,400","4,500",5,39,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,CABBAGE,"1,500","1,500","1,850",65,39,Qui,23-09-2024
TAMIL NADU,MANALURPET,PADDY RNR (TN),"1,919","1,994","2,052",42,39,Qui,23-09-2024
UTTAR PRADESH,SAHARANPUR,LADY FINGER,"1,200","1,200","2,000",39,39,Qui,23-09-2024
GUJARAT,JASDAN,CUMMIN,"23,250","24,005","24,300",38,38,Qui,23-09-2024
HARYANA,PALWAL,MOUSAMBI,"2,000","2,000","2,200",38,38,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA,POTATO,"3,500","3,500","3,500",38,38,Qui,23-09-2024
ODISHA,SAMBALPUR,CABBAGE,"1,800","1,800","1,800",38,38,Qui,23-09-2024
RAJASTHAN,CHOMU F AND V,ONION,"3,850","3,850","3,850",22,38,Qui,23-09-2024
RAJASTHAN,HANUMANGARH,MUSTARD,"5,918","5,918","6,130",38,38,Qui,23-09-2024
RAJASTHAN,RIDMALSAR,MOONG WHOLE (GREEN GRAM),"6,800","7,050","7,100",35,38,Qui,23-09-2024
RAJASTHAN,SIKAR,BRINJAL,"2,300","3,100","3,500",11,38,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,BRINJAL,"1,700","1,700","1,700",38,38,Qui,23-09-2024
TELANGANA,ZAHEERABAD,URAD (BLACK GRAM),"3,865","4,250","7,650",791,38,Qui,23-09-2024
UTTAR PRADESH,ACHHALDA APMC,MAIZE,"2,250","2,250","2,250",38,38,Qui,23-09-2024
UTTAR PRADESH,BARABANKI,BOTTLE GOURD,"1,430","1,430","1,470",38,38,Qui,23-09-2024
UTTARAKHAND,BHAGWANPUR,POTATO,550,600,600,38,38,Qui,23-09-2024
WEST BENGAL,BETHUADAHARI PRINCIPAL MARKET YARD,BRINJAL,"2,503","2,503","2,506",38,38,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,POTATO,"1,400","1,500","1,500",37,37,Qui,23-09-2024
ODISHA,KORAPUT,CABBAGE,"1,800","1,800","1,800",37,37,Qui,23-09-2024
TAMIL NADU,CHETPET,GROUNDNUT KERNEL_80 KG(TN),"7,512","8,187","9,384",36,37,Qui,23-09-2024
TAMIL NADU,ULUNDURPETTAI,PADDY(75 KG),"1,852","2,252","2,427",41,37,Qui,23-09-2024
TELANGANA,WARANGAL,GREEN GRAM,"1,350","4,855","7,652",43,37,Qui,23-09-2024
UTTAR PRADESH,SAHIYAPUR,POINTED GOURD (PARWAL),"1,900","1,900","1,900",37,37,Qui,23-09-2024
